                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                0.68922,                0.41938,                 1.0267,                 0.9623,                0.93403,                0.97589,                0.78467,                0.68237,                0.37427,                 1.0678,             0.00057603,             0.00057603,             0.00057603
                     40,                 0.6744,                0.40346,                  1.021,                0.95336,                0.92216,                0.96724,                0.78148,                 0.6822,                0.38647,                 1.0627,             0.00056703,             0.00056703,             0.00056703
                     41,                0.67817,                0.41423,                 1.0211,                0.97337,                0.91116,                0.97869,                0.78712,                0.69145,                0.37592,                 1.0823,             0.00055804,             0.00055804,             0.00055804
                     42,                0.67552,                0.40809,                 1.0196,                0.96671,                0.93441,                0.97749,                0.78359,                0.68082,                0.36747,                 1.0677,             0.00054904,             0.00054904,             0.00054904
                     43,                0.68799,                0.42022,                  1.035,                0.96975,                0.93295,                0.97869,                0.79671,                0.66263,                0.36569,                 1.0601,             0.00054004,             0.00054004,             0.00054004
                     44,                0.67441,                0.39989,                 1.0223,                0.94919,                0.94359,                 0.9791,                0.78743,                0.68502,                0.36363,                 1.0685,             0.00053104,             0.00053104,             0.00053104
                     45,                0.67587,                 0.4123,                 1.0193,                0.96851,                0.91326,                0.97766,                0.79346,                0.67153,                0.37094,                 1.0589,             0.00052204,             0.00052204,             0.00052204
                     46,                0.66823,                0.39452,                  1.023,                0.98063,                 0.9234,                0.97782,                0.78933,                0.66596,                0.35699,                  1.061,             0.00051304,             0.00051304,             0.00051304
                     47,                0.66241,                0.38707,                 1.0099,                0.93536,                0.96499,                0.98258,                0.79116,                0.67057,                0.36279,                 1.0543,             0.00050404,             0.00050404,             0.00050404
                     48,                0.66382,                0.38749,                 1.0153,                0.95869,                0.94129,                0.97739,                0.79558,                0.66573,                0.35472,                  1.061,             0.00049504,             0.00049504,             0.00049504
                     49,                0.65229,                0.38626,                 1.0055,                0.94034,                0.95999,                 0.9768,                0.78512,                0.66485,                0.36116,                 1.0546,             0.00048604,             0.00048604,             0.00048604
                     50,                 0.6472,                0.38314,                 1.0099,                 0.9259,                0.96944,                0.97718,                0.79421,                0.66718,                0.36261,                 1.0575,             0.00047704,             0.00047704,             0.00047704
                     51,                 0.6573,                0.38473,                 1.0142,                0.95276,                0.93338,                0.97549,                0.79506,                0.66013,                0.35409,                  1.052,             0.00046804,             0.00046804,             0.00046804
                     52,                0.65111,                0.38891,                 1.0102,                0.94678,                0.95422,                0.97753,                0.78658,                0.67709,                0.35183,                 1.0643,             0.00045904,             0.00045904,             0.00045904
                     53,                0.64825,                 0.3807,                 1.0049,                0.96687,                0.92418,                0.97731,                0.79433,                0.67944,                 0.3471,                 1.0659,             0.00045005,             0.00045005,             0.00045005
                     54,                0.64127,                0.36846,                0.99937,                0.96811,                0.92756,                0.97858,                0.80449,                0.66947,                0.35003,                 1.0593,             0.00044105,             0.00044105,             0.00044105
                     55,                0.65266,                 0.3786,                 1.0037,                0.93628,                0.94702,                0.97528,                 0.7968,                0.66131,                0.35395,                 1.0451,             0.00043205,             0.00043205,             0.00043205
                     56,                0.62849,                0.36954,                0.99458,                0.94467,                0.93667,                0.97777,                0.79843,                0.65897,                0.36574,                  1.057,             0.00042305,             0.00042305,             0.00042305
                     57,                0.63754,                0.37905,                 1.0042,                0.96339,                0.92347,                0.97763,                0.79263,                0.67212,                0.35252,                 1.0557,             0.00041405,             0.00041405,             0.00041405
                     58,                0.64048,                 0.3676,                 1.0033,                0.97027,                0.92543,                0.97956,                0.79855,                0.65145,                0.33774,                 1.0529,             0.00040505,             0.00040505,             0.00040505
                     59,                0.62606,                0.37012,                  0.997,                0.96493,                0.91692,                0.97731,                0.79512,                0.66385,                0.34616,                  1.051,             0.00039605,             0.00039605,             0.00039605
                     60,                0.62813,                0.36307,                0.99088,                0.93499,                0.96253,                0.97846,                0.79867,                0.64535,                0.34518,                 1.0417,             0.00038705,             0.00038705,             0.00038705
                     61,                0.62155,                 0.3595,                0.99385,                0.94083,                0.95871,                0.98121,                0.79596,                0.65335,                0.34364,                 1.0436,             0.00037805,             0.00037805,             0.00037805
                     62,                 0.6303,                 0.3602,                 1.0036,                0.96754,                0.93751,                0.98143,                0.79713,                0.66531,                0.36451,                 1.0573,             0.00036905,             0.00036905,             0.00036905
                     63,                0.62438,                0.36605,                 0.9885,                0.95879,                0.94472,                 0.9787,                 0.7957,                0.65152,                 0.3461,                 1.0385,             0.00036005,             0.00036005,             0.00036005
                     64,                0.61591,                0.35665,                0.98637,                0.93915,                 0.9442,                0.97572,                0.80064,                0.65556,                0.34958,                  1.043,             0.00035106,             0.00035106,             0.00035106
                     65,                0.61243,                0.35244,                0.98985,                0.93688,                0.95513,                 0.9783,                0.80383,                0.64042,                 0.3267,                 1.0443,             0.00034206,             0.00034206,             0.00034206
                     66,                0.61431,                0.34484,                 0.9874,                0.97048,                0.94515,                0.98338,                0.80329,                0.64891,                 0.3313,                 1.0468,             0.00033306,             0.00033306,             0.00033306
                     67,                0.61175,                0.34948,                0.98792,                0.95005,                0.95497,                0.97898,                0.80227,                0.64805,                0.32917,                 1.0442,             0.00032406,             0.00032406,             0.00032406
                     68,                0.60724,                0.34617,                0.98162,                0.97486,                0.94377,                0.98161,                0.80341,                 0.6444,                0.35113,                 1.0454,             0.00031506,             0.00031506,             0.00031506
                     69,                  0.605,                0.35357,                0.98222,                0.96106,                0.93759,                0.97746,                0.80266,                0.65001,                 0.3426,                 1.0432,             0.00030606,             0.00030606,             0.00030606
                     70,                 0.6001,                0.34348,                 0.9814,                0.94682,                0.95061,                0.97516,                0.79535,                0.64246,                0.33237,                 1.0389,             0.00029706,             0.00029706,             0.00029706
                     71,                0.59674,                0.33323,                0.97671,                0.97925,                0.93329,                0.98102,                0.80604,                0.64978,                0.32599,                 1.0425,             0.00028806,             0.00028806,             0.00028806
                     72,                0.59888,                0.34755,                0.97687,                0.98432,                0.92405,                0.97843,                0.80447,                0.64393,                0.32459,                 1.0401,             0.00027906,             0.00027906,             0.00027906
                     73,                0.59453,                0.33641,                0.97606,                0.97711,                0.92935,                0.98165,                0.80908,                0.64161,                0.32461,                 1.0368,             0.00027006,             0.00027006,             0.00027006
                     74,                0.59527,                0.34087,                0.97948,                 0.9516,                0.94593,                0.97886,                0.80745,                0.64223,                0.33428,                 1.0404,             0.00026106,             0.00026106,             0.00026106
                     75,                0.58392,                0.33198,                0.97322,                0.97742,                0.92286,                0.97936,                0.80871,                 0.6485,                0.33945,                 1.0425,             0.00025207,             0.00025207,             0.00025207
                     76,                0.59334,                0.33197,                0.97529,                0.96751,                0.94405,                0.98258,                0.81335,                0.63734,                 0.3212,                 1.0412,             0.00024307,             0.00024307,             0.00024307
                     77,                0.58817,                0.33387,                0.97084,                0.94984,                0.96582,                0.98408,                0.81207,                 0.6413,                0.33136,                  1.044,             0.00023407,             0.00023407,             0.00023407
                     78,                0.59137,                0.33163,                 0.9708,                0.97181,                 0.9464,                0.98444,                0.81188,                0.64497,                0.32103,                 1.0424,             0.00022507,             0.00022507,             0.00022507
                     79,                0.57955,                0.32384,                0.97189,                0.97279,                0.93647,                 0.9831,                0.81359,                0.63807,                0.32647,                  1.032,             0.00021607,             0.00021607,             0.00021607
                     80,                0.57664,                0.32275,                0.97131,                0.96266,                0.94106,                0.98353,                0.81324,                 0.6387,                0.32237,                 1.0377,             0.00020707,             0.00020707,             0.00020707
                     81,                0.56965,                 0.3238,                0.96136,                0.96093,                 0.9477,                0.98209,                0.81206,                0.63729,                0.31565,                 1.0402,             0.00019807,             0.00019807,             0.00019807
                     82,                 0.5733,                 0.3206,                 0.9693,                0.95565,                 0.9437,                0.98292,                0.80921,                0.64884,                0.31902,                 1.0462,             0.00018907,             0.00018907,             0.00018907
                     83,                0.57406,                0.32285,                0.96056,                0.97587,                0.92394,                0.98158,                0.80919,                0.65258,                0.32489,                  1.052,             0.00018007,             0.00018007,             0.00018007
                     84,                0.57204,                0.31865,                0.97091,                0.97682,                 0.9313,                0.98241,                0.81475,                0.63464,                0.32474,                 1.0357,             0.00017107,             0.00017107,             0.00017107
                     85,                0.56903,                0.31426,                0.96019,                0.97417,                0.93712,                0.97999,                0.81266,                0.63559,                0.33007,                 1.0391,             0.00016207,             0.00016207,             0.00016207
                     86,                0.56151,                0.30991,                 0.9578,                0.97865,                0.92941,                0.98364,                0.80959,                0.64027,                0.31843,                 1.0373,             0.00015308,             0.00015308,             0.00015308
                     87,                0.56261,                0.31293,                0.96244,                0.97271,                0.94237,                0.98222,                0.81217,                 0.6321,                0.31613,                 1.0334,             0.00014408,             0.00014408,             0.00014408
                     88,                0.55586,                0.31002,                0.95056,                0.97156,                 0.9393,                0.98252,                0.81407,                0.63925,                0.33676,                  1.041,             0.00013508,             0.00013508,             0.00013508
                     89,                0.55823,                0.31239,                0.95698,                0.97454,                0.94231,                0.98354,                 0.8131,                0.63654,                0.32167,                  1.036,             0.00012608,             0.00012608,             0.00012608
                     90,                0.55203,                 0.3099,                0.95149,                0.97523,                0.93092,                0.98254,                0.81244,                0.64227,                0.31599,                 1.0427,             0.00011708,             0.00011708,             0.00011708
                     91,                0.54531,                0.29367,                  0.973,                0.97412,                 0.9329,                0.98204,                 0.8132,                 0.6272,                0.32056,                 1.0342,             0.00010808,             0.00010808,             0.00010808
                     92,                0.53202,                0.28607,                0.95645,                0.97437,                 0.9312,                0.98247,                0.81631,                 0.6288,                0.32833,                 1.0363,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                0.53206,                0.28487,                 0.9607,                0.97619,                0.93648,                0.98382,                0.81805,                0.62216,                0.31434,                 1.0324,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.52543,                0.27817,                0.95605,                0.97847,                 0.9338,                0.98376,                0.81534,                0.62438,                 0.3135,                 1.0362,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.51758,                0.27582,                0.94898,                0.97365,                0.93167,                0.98148,                0.81851,                0.62776,                0.32794,                 1.0368,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.51704,                0.27906,                 0.9561,                0.96976,                0.93771,                0.98285,                0.81847,                0.62429,                0.32444,                 1.0376,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.51434,                0.27426,                0.94689,                0.97074,                0.93851,                0.98267,                0.81746,                0.62509,                0.31782,                 1.0351,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.51769,                0.27754,                0.95008,                 0.9624,                0.94464,                0.98279,                0.81757,                 0.6224,                0.31603,                 1.0339,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                 0.5087,                0.26867,                 0.9442,                0.96404,                0.94272,                0.98231,                 0.8181,                0.62045,                 0.3122,                 1.0333,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                  0.509,                0.27161,                0.94196,                0.96021,                0.94298,                0.98216,                0.81844,                0.62001,                0.31197,                 1.0312,             2.7088e-05,             2.7088e-05,             2.7088e-05
