                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.69424,                0.41643,                 1.0259,                0.97092,                0.94653,                0.98236,                0.79331,                0.65456,                0.36335,                 1.0351,             0.00065703,             0.00065703,             0.00065703
                     31,                0.69612,                0.42159,                 1.0311,                0.98481,                0.93833,                0.98445,                0.79513,                0.65845,                0.37917,                  1.028,             0.00064803,             0.00064803,             0.00064803
                     32,                0.69325,                0.41591,                 1.0291,                0.95433,                0.94843,                0.97995,                0.78569,                0.67984,                0.38975,                 1.0471,             0.00063903,             0.00063903,             0.00063903
                     33,                0.68464,                0.40617,                  1.023,                0.95972,                0.96586,                 0.9851,                0.79531,                0.65066,                0.35654,                 1.0295,             0.00063003,             0.00063003,             0.00063003
                     34,                0.67917,                0.40572,                 1.0186,                 0.9708,                0.96727,                0.98398,                0.80114,                0.64955,                0.36151,                 1.0297,             0.00062103,             0.00062103,             0.00062103
                     35,                0.68087,                0.40321,                 1.0202,                0.96221,                0.97116,                0.98679,                0.79969,                0.64992,                0.35318,                 1.0292,             0.00061203,             0.00061203,             0.00061203
                     36,                0.67967,                 0.3982,                 1.0146,                0.96637,                 0.9701,                0.98687,                0.80689,                0.65133,                0.35587,                 1.0272,             0.00060303,             0.00060303,             0.00060303
                     37,                0.67268,                0.39261,                 1.0148,                0.97519,                0.94115,                0.98429,                0.79823,                0.65389,                0.35213,                  1.024,             0.00059403,             0.00059403,             0.00059403
                     38,                0.67139,                 0.3939,                 1.0185,                0.98006,                0.95423,                0.98635,                0.81497,                0.64118,                0.34967,                 1.0257,             0.00058503,             0.00058503,             0.00058503
                     39,                0.65871,                0.38938,                 1.0079,                0.95766,                0.97145,                0.98663,                0.80024,                0.65833,                0.35837,                 1.0297,             0.00057603,             0.00057603,             0.00057603
                     40,                0.66777,                0.39126,                 1.0126,                0.97975,                0.96359,                0.98905,                0.80771,                0.63436,                0.33946,                 1.0211,             0.00056703,             0.00056703,             0.00056703
                     41,                0.66657,                0.39074,                 1.0123,                0.96724,                0.94237,                0.98764,                0.80358,                0.65774,                0.35721,                 1.0251,             0.00055804,             0.00055804,             0.00055804
                     42,                0.66315,                0.38171,                  1.009,                0.98174,                0.94089,                0.98777,                0.80575,                0.67035,                0.34531,                 1.0348,             0.00054904,             0.00054904,             0.00054904
                     43,                0.65397,                0.37848,                 1.0079,                0.97566,                0.95263,                0.98624,                0.81009,                0.63901,                0.34957,                 1.0237,             0.00054004,             0.00054004,             0.00054004
                     44,                0.65533,                0.38006,                 1.0072,                0.93421,                0.98113,                0.98998,                0.80695,                0.63061,                  0.341,                  1.018,             0.00053104,             0.00053104,             0.00053104
                     45,                0.64525,                 0.3778,                 1.0054,                0.96495,                 0.9368,                0.98709,                 0.8001,                0.65797,                0.34263,                 1.0226,             0.00052204,             0.00052204,             0.00052204
                     46,                0.65531,                 0.3729,                 1.0046,                0.97817,                 0.9608,                0.98697,                0.81387,                0.63974,                0.34137,                 1.0232,             0.00051304,             0.00051304,             0.00051304
                     47,                0.63775,                0.36413,                0.99113,                0.97096,                0.95377,                0.98518,                0.80887,                0.63767,                0.33921,                 1.0205,             0.00050404,             0.00050404,             0.00050404
                     48,                0.64637,                 0.3724,                0.99755,                0.97867,                 0.9551,                0.98568,                0.81129,                0.64127,                0.34897,                 1.0212,             0.00049504,             0.00049504,             0.00049504
                     49,                 0.6379,                0.36815,                 1.0023,                0.98309,                0.95437,                0.98406,                0.80829,                0.63605,                0.33912,                  1.015,             0.00048604,             0.00048604,             0.00048604
                     50,                0.63245,                0.36392,                0.99605,                0.97928,                0.95553,                0.98404,                0.81778,                0.63681,                0.33131,                 1.0194,             0.00047704,             0.00047704,             0.00047704
                     51,                0.64223,                0.36376,                  1.003,                0.96741,                0.97059,                 0.9864,                0.82638,                0.62351,                0.32664,                 1.0132,             0.00046804,             0.00046804,             0.00046804
                     52,                0.64103,                0.36341,                0.99953,                0.97771,                0.96575,                0.98913,                0.81903,                0.62894,                0.33162,                 1.0156,             0.00045904,             0.00045904,             0.00045904
                     53,                0.63644,                0.36396,                0.99544,                0.97429,                0.95887,                 0.9852,                 0.8161,                0.63272,                0.33556,                 1.0148,             0.00045005,             0.00045005,             0.00045005
                     54,                0.64024,                 0.3638,                0.99555,                0.98732,                0.95322,                0.98829,                0.81669,                0.62244,                0.32497,                 1.0141,             0.00044105,             0.00044105,             0.00044105
                     55,                0.63105,                0.35433,                0.99421,                0.97196,                0.96988,                0.98947,                0.81777,                0.62597,                0.32319,                 1.0106,             0.00043205,             0.00043205,             0.00043205
                     56,                0.62962,                0.35334,                 0.9913,                0.97035,                0.95884,                 0.9892,                0.82152,                0.61635,                0.31944,                 1.0093,             0.00042305,             0.00042305,             0.00042305
                     57,                0.62416,                0.34973,                0.98063,                0.98355,                0.96205,                0.98833,                 0.8222,                0.62708,                0.32438,                 1.0099,             0.00041405,             0.00041405,             0.00041405
                     58,                0.62177,                0.35194,                0.99068,                0.97805,                0.96285,                0.98957,                0.81787,                0.62895,                0.32508,                 1.0072,             0.00040505,             0.00040505,             0.00040505
                     59,                0.62022,                 0.3506,                0.98025,                0.98455,                0.95915,                0.98869,                0.81722,                0.63261,                0.32533,                  1.013,             0.00039605,             0.00039605,             0.00039605
                     60,                0.61603,                0.34289,                0.98743,                0.97476,                0.96944,                 0.9895,                0.82307,                0.62234,                0.31649,                 1.0073,             0.00038705,             0.00038705,             0.00038705
                     61,                0.61556,                0.34613,                0.98906,                0.97449,                0.95906,                0.98768,                0.81569,                0.62736,                0.31125,                 1.0121,             0.00037805,             0.00037805,             0.00037805
                     62,                 0.6122,                 0.3437,                0.98034,                0.98342,                0.96182,                   0.99,                0.82221,                0.62679,                 0.3178,                 1.0096,             0.00036905,             0.00036905,             0.00036905
                     63,                0.61326,                0.34171,                0.98996,                0.98144,                0.97059,                0.98869,                0.82226,                0.62127,                0.31056,                 1.0087,             0.00036005,             0.00036005,             0.00036005
                     64,                0.59993,                0.32928,                0.97425,                0.98195,                0.96319,                0.98983,                0.81773,                0.62665,                0.31497,                 1.0105,             0.00035106,             0.00035106,             0.00035106
                     65,                0.60409,                 0.3348,                0.97814,                0.96939,                0.95562,                0.99015,                0.82009,                0.62041,                0.31902,                 1.0059,             0.00034206,             0.00034206,             0.00034206
                     66,                0.60317,                0.33882,                0.98306,                0.97679,                0.96885,                0.99059,                0.82101,                0.62891,                 0.3095,                 1.0096,             0.00033306,             0.00033306,             0.00033306
                     67,                0.60065,                0.32863,                0.97651,                0.97243,                0.97442,                0.98931,                0.82073,                0.62676,                0.30963,                 1.0126,             0.00032406,             0.00032406,             0.00032406
                     68,                0.59517,                0.33002,                0.97062,                0.96575,                0.96919,                0.98842,                0.81883,                0.62918,                0.31417,                 1.0097,             0.00031506,             0.00031506,             0.00031506
                     69,                0.59924,                0.33039,                0.97643,                0.95903,                0.97843,                0.98993,                0.82885,                0.61338,                0.30689,                 1.0044,             0.00030606,             0.00030606,             0.00030606
                     70,                0.59527,                0.32378,                0.97175,                0.97726,                0.97804,                0.98881,                0.81902,                0.62313,                0.30178,                 1.0056,             0.00029706,             0.00029706,             0.00029706
                     71,                0.59123,                0.33008,                0.96807,                0.97039,                0.97618,                0.98806,                0.82471,                  0.618,                0.30747,                 1.0046,             0.00028806,             0.00028806,             0.00028806
                     72,                  0.581,                0.31847,                0.96602,                0.97156,                 0.9692,                0.98786,                0.82737,                0.61102,                0.30006,                 1.0044,             0.00027906,             0.00027906,             0.00027906
                     73,                0.58745,                0.32436,                0.96799,                0.98134,                0.97005,                0.98965,                0.83262,                0.61515,                0.30093,                 1.0049,             0.00027006,             0.00027006,             0.00027006
                     74,                0.58639,                0.32557,                0.97264,                0.98046,                0.96935,                0.99051,                0.82525,                0.61222,                 0.2976,                 1.0025,             0.00026106,             0.00026106,             0.00026106
                     75,                0.58164,                0.32402,                0.96812,                0.96578,                0.97389,                0.98911,                0.81807,                0.62926,                0.31209,                  1.011,             0.00025207,             0.00025207,             0.00025207
                     76,                0.58154,                0.32085,                0.96711,                0.97241,                0.97381,                0.99002,                0.82566,                0.62421,                0.30404,                 1.0079,             0.00024307,             0.00024307,             0.00024307
                     77,                0.57307,                0.31217,                0.96209,                0.97625,                 0.9654,                0.99059,                0.82688,                0.61429,                0.29655,                 1.0047,             0.00023407,             0.00023407,             0.00023407
                     78,                0.58152,                0.31713,                0.97277,                0.98543,                0.96079,                0.99153,                0.83458,                0.60776,                0.29817,                  1.003,             0.00022507,             0.00022507,             0.00022507
                     79,                0.57623,                0.31607,                0.96354,                0.97537,                0.97157,                0.98967,                0.82662,                0.60743,                0.29949,                 1.0017,             0.00021607,             0.00021607,             0.00021607
                     80,                 0.5689,                0.30474,                0.96201,                0.98003,                0.96627,                0.99007,                0.83256,                0.60637,                0.29576,                 1.0015,             0.00020707,             0.00020707,             0.00020707
                     81,                0.57576,                0.31345,                0.95908,                0.96523,                0.97871,                0.99002,                0.82986,                0.61045,                 0.2921,                 1.0028,             0.00019807,             0.00019807,             0.00019807
                     82,                0.56654,                 0.3097,                0.95671,                0.97778,                0.97134,                0.98971,                0.83096,                0.61333,                0.29238,                 1.0043,             0.00018907,             0.00018907,             0.00018907
                     83,                0.56411,                0.30712,                0.95762,                0.97954,                0.96775,                0.99088,                0.83354,                 0.6052,                0.28753,                 1.0018,             0.00018007,             0.00018007,             0.00018007
                     84,                0.56029,                0.30367,                0.95789,                0.97495,                0.96646,                0.99021,                0.83431,                0.61299,                0.29396,                 1.0056,             0.00017107,             0.00017107,             0.00017107
                     85,                0.56245,                 0.3058,                0.95245,                 0.9786,                0.96514,                0.98873,                0.82882,                0.61099,                0.29303,                 1.0051,             0.00016207,             0.00016207,             0.00016207
                     86,                0.55401,                0.30447,                0.95504,                0.98104,                0.96579,                 0.9879,                 0.8268,                 0.6061,                0.29535,                 1.0012,             0.00015308,             0.00015308,             0.00015308
                     87,                0.55276,                0.29726,                0.94987,                0.97609,                 0.9662,                0.98892,                0.82868,                 0.6094,                0.29527,                 1.0013,             0.00014408,             0.00014408,             0.00014408
                     88,                0.55492,                0.30232,                0.96106,                0.97296,                0.97465,                0.98885,                0.82532,                0.61897,                0.29547,                 1.0056,             0.00013508,             0.00013508,             0.00013508
                     89,                0.55208,                0.29814,                0.95145,                0.97851,                0.96624,                0.98745,                 0.8318,                0.61025,                0.29604,                 1.0041,             0.00012608,             0.00012608,             0.00012608
                     90,                0.55063,                0.29535,                0.95114,                0.97165,                0.96948,                0.98911,                0.83087,                0.60536,                0.29084,                 1.0013,             0.00011708,             0.00011708,             0.00011708
                     91,                0.53516,                0.28093,                0.95647,                0.97326,                0.97074,                0.98925,                0.82243,                0.60389,                0.28496,                 1.0031,             0.00010808,             0.00010808,             0.00010808
                     92,                 0.5303,                0.27798,                0.95192,                0.96966,                0.97701,                0.99067,                0.83493,                0.59487,                0.28703,                 1.0008,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                 0.5268,                0.27434,                0.95432,                 0.9857,                0.96406,                0.98931,                0.82725,                0.59997,                0.28734,                 1.0034,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.52572,                0.27597,                0.95539,                0.97868,                0.96817,                0.99076,                0.82453,                0.60537,                0.28655,                 1.0057,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.51888,                0.26876,                0.94762,                  0.981,                 0.9676,                0.99051,                0.82898,                0.59935,                0.28432,                 1.0058,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.51612,                0.26848,                0.94749,                0.97534,                 0.9706,                0.99067,                0.83129,                0.59842,                0.28038,                 1.0044,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                 0.5133,                0.26646,                0.93824,                0.98197,                0.97078,                0.99122,                0.82816,                0.60178,                0.28108,                 1.0047,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.50909,                0.26562,                0.94287,                0.98531,                0.96165,                 0.9904,                0.82922,                0.60169,                0.28272,                 1.0052,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.50896,                0.26528,                0.94237,                0.98572,                0.96002,                 0.9907,                0.82979,                0.59917,                 0.2806,                 1.0035,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                0.50147,                0.26029,                0.93193,                0.97065,                0.97588,                0.98998,                0.82809,                0.60155,                0.28134,                  1.005,             2.7088e-05,             2.7088e-05,             2.7088e-05
